,Fossil CO2 emissions by country (territorial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1.74,1.20,32.80,0.14,7.52,0.04,0.12,48.84,1.19,0.72,111.10,18.37,8.69,0.53,7.67,13.41,0.44,16.53,29.40,0.14,1.15,0.13,0.10,0.02,5.61,1.05,106.38,0.05,2.11,12.50,0.50,0.05,1.24,148.46,0.14,0.04,0.30,17.99,2152.44,19.80,0.04,0.47,0.02,2.11,1.51,5.95,7.75,1.59,2.31,31.39,14.59,0.46,13.33,0.13,0.04,5.40,8.87,55.45,1.72,1.47,0.14,3.94,1.76,0.16,0.04,0.20,15.26,101.27,0.21,0.22,1.16,0.10,1.67,215.58,2.05,28.47,0.16,0.07,0.65,3.12,0.58,0.06,0.52,0.52,2.19,11.35,14.05,1.02,439.80,109.70,28.10,11.51,152.57,17.43,115.91,2.17,317.52,5.82,60.33,3.27,0.02,2.22,23.73,1.84,0.73,2.03,5.72,0.61,0.13,14.50,0.06,3.56,2.90,0.52,2.35,0.47,0.30,54.78,0.24,0.52,0.69,0.04,0.63,0.54,1.01,0.08,129.89,3.56,0.46,0.01,13.88,0.67,2.77,0.75,0.01,1.13,46.27,0.80,9.45,1.21,0.26,20.44,0.00,11.80,0.57,11.87,42.42,0.05,2.31,1.39,1.24,14.01,20.88,3.89,86.48,15.61,18.72,1.80,146.78,1.24,0.35,3.87,1.19,23.75,420.12,0.15,0.00,0.12,0.19,0.05,0.03,127.14,1.43,12.53,0.12,0.14,11.77,10.27,4.42,0.09,0.16,131.11,81.26,3.53,0.06,0.02,0.08,0.54,0.29,12.94,11.88,16.80,68.92,0.67,67.38,0.11,0.75,0.04,12.07,6.64,86.33,13.69,0.08,0.00,0.82,75.68,45.17,134.85,1.58,1496.45,2.17,28.93,0.03,46.28,33.69,0.01,6.62,0.80,2.25,3644.82,4692.29,3499.59,4837.52,909.44,319.81,3641.62,46.28,1607.27,554.27,1774.97,122.15,270.74,277.53,0.00,8614.64
2010,2.28,1.31,32.15,0.14,7.88,0.04,0.12,50.96,1.16,0.68,110.56,19.65,8.36,0.52,7.94,14.74,0.40,17.04,31.27,0.15,1.28,0.17,0.13,0.02,5.77,1.24,120.16,0.05,2.20,13.06,0.56,0.08,1.39,151.90,0.15,0.05,0.32,19.46,2351.71,20.82,0.04,0.54,0.02,2.04,1.66,5.74,9.33,1.10,2.21,32.06,13.67,0.54,13.43,0.14,0.05,5.61,9.50,54.81,1.72,1.85,0.14,5.19,1.73,0.17,0.03,0.30,17.49,102.80,0.19,0.25,1.31,0.12,1.69,227.22,2.65,26.57,0.19,0.07,0.68,3.03,0.68,0.07,0.52,0.58,2.18,10.93,14.21,0.99,457.56,123.24,30.04,11.41,155.51,18.64,119.03,2.10,331.62,5.63,67.41,3.21,0.02,2.29,24.36,1.72,0.82,2.33,5.46,0.62,0.21,16.55,0.05,3.81,3.06,0.34,2.32,0.51,0.28,58.93,0.26,0.57,0.71,0.04,0.63,0.56,1.07,0.08,126.58,3.76,0.66,0.02,14.84,0.72,3.57,0.78,0.01,1.32,49.54,0.97,9.50,1.22,0.32,30.65,0.00,12.47,0.56,13.73,42.01,0.06,2.48,1.27,1.37,15.60,22.64,4.23,91.41,14.47,19.63,1.82,162.21,1.32,0.36,3.93,1.23,23.10,443.83,0.16,0.00,0.13,0.13,0.05,0.03,141.30,1.87,12.47,0.12,0.15,15.03,10.48,4.49,0.09,0.17,126.31,77.59,3.56,0.06,0.02,0.06,0.65,0.27,14.54,12.29,16.57,73.73,0.69,71.45,0.12,0.71,0.03,12.82,7.40,86.25,15.59,0.08,0.00,0.97,80.27,49.30,139.71,1.89,1550.60,1.72,28.43,0.03,50.24,37.82,0.01,6.32,0.85,2.39,3777.73,5033.28,3618.69,5192.33,936.85,331.53,3933.35,48.27,1669.96,581.22,1829.28,121.97,295.43,294.97,0.00,9105.99
2011,3.23,1.45,32.70,0.13,8.28,0.04,0.12,51.93,1.36,0.68,110.22,19.08,9.00,0.58,7.77,15.44,0.41,16.73,28.66,0.15,1.22,0.12,0.18,0.02,6.49,1.10,126.25,0.06,2.61,14.51,0.58,0.10,1.44,154.76,0.17,0.05,0.35,21.31,2600.59,20.76,0.04,0.61,0.02,2.00,1.73,5.64,8.03,1.40,2.13,31.44,9.88,0.67,12.08,0.13,0.04,5.82,10.21,58.14,1.77,2.57,0.15,5.18,2.02,0.16,0.03,0.28,15.46,96.78,0.19,0.24,1.35,0.12,2.13,220.77,3.06,25.79,0.20,0.07,0.68,3.07,0.71,0.07,0.54,0.62,2.42,11.78,13.70,0.95,485.39,137.77,36.92,10.39,157.57,18.72,115.79,2.25,345.26,5.80,64.69,3.53,0.02,2.27,23.54,2.06,0.87,2.13,5.53,0.84,0.23,13.43,0.05,3.90,3.03,0.40,2.51,0.65,0.31,59.22,0.27,0.62,0.70,0.04,0.63,0.59,1.07,0.08,132.14,5.83,0.66,0.01,14.97,0.85,4.10,0.76,0.01,1.42,45.92,0.97,9.35,1.31,0.36,35.36,0.00,12.22,0.61,15.04,42.21,0.06,2.72,1.43,1.42,13.35,22.86,4.66,91.25,14.14,21.74,1.78,170.15,1.35,0.35,3.83,1.22,25.04,458.32,0.18,0.00,0.13,0.17,0.05,0.03,135.82,2.13,13.36,0.11,0.19,8.52,10.37,4.46,0.09,0.17,127.12,77.82,4.06,0.06,0.02,0.06,0.67,0.28,13.48,11.19,15.77,75.40,0.64,70.68,0.11,0.68,0.03,12.74,6.97,93.30,16.97,0.08,0.00,1.04,84.05,52.67,128.20,2.12,1513.82,2.09,30.92,0.04,48.02,41.27,0.01,5.51,0.92,2.83,3735.20,5374.54,3577.18,5532.55,909.64,341.51,4250.14,48.26,1649.72,596.32,1800.94,121.45,301.40,302.66,0.00,9412.39
2012,2.74,1.32,37.03,0.13,6.97,0.04,0.13,52.21,1.57,0.37,110.85,18.36,8.94,0.63,7.40,16.57,0.40,17.07,27.94,0.12,1.20,0.10,0.21,0.02,6.04,1.39,136.00,0.06,2.59,13.19,0.71,0.10,1.52,155.08,0.14,0.05,0.35,21.73,2669.02,21.90,0.04,1.37,0.02,1.98,2.33,5.21,8.14,1.59,1.98,30.37,10.25,0.64,10.88,0.13,0.05,5.80,10.21,58.33,1.77,1.88,0.17,4.86,2.21,0.16,0.03,0.26,13.96,97.41,0.19,0.24,1.54,0.12,2.25,222.08,3.93,24.94,0.16,0.07,0.68,3.16,0.66,0.07,0.54,0.62,2.52,11.67,12.76,0.95,535.64,140.82,41.94,10.43,160.58,20.41,110.18,2.16,356.49,6.50,66.57,3.27,0.01,2.15,27.77,2.73,0.93,2.05,6.09,0.84,0.26,15.09,0.05,3.92,2.97,0.35,2.38,0.75,0.31,58.21,0.30,0.67,0.74,0.04,0.62,0.67,1.08,0.08,136.89,9.55,0.60,0.01,15.54,0.83,3.23,0.92,0.01,1.49,44.95,0.99,9.81,1.24,0.51,29.77,0.00,12.09,0.60,17.12,42.27,0.06,2.67,1.38,1.41,12.42,24.19,4.85,89.17,13.64,25.61,2.08,171.38,1.30,0.36,4.15,1.21,24.63,462.49,0.20,0.00,0.13,0.19,0.05,0.03,154.70,2.01,11.94,0.12,0.23,13.19,9.80,4.30,0.10,0.17,125.26,76.25,4.31,0.06,0.02,0.06,0.60,0.32,12.81,11.53,13.05,74.44,0.80,75.57,0.16,0.60,0.03,12.60,7.41,97.13,18.87,0.08,0.00,0.99,82.96,54.96,133.04,2.47,1458.91,2.34,32.44,0.03,47.96,39.40,0.01,5.56,1.14,3.07,3681.32,5573.96,3534.36,5720.92,889.78,343.76,4402.06,48.07,1636.01,639.41,1751.06,122.55,312.36,298.83,0.00,9554.11
2013,2.52,1.44,38.42,0.13,6.75,0.03,0.13,51.73,1.51,0.24,108.59,18.49,9.16,0.74,8.50,16.87,0.39,17.50,28.02,0.12,1.25,0.15,0.23,0.02,5.95,1.55,145.31,0.06,2.08,11.65,0.78,0.11,1.54,156.28,0.14,0.03,0.41,22.31,2717.33,24.05,0.05,1.61,0.02,2.08,2.64,5.03,7.68,1.50,1.80,29.12,7.37,0.97,11.40,0.15,0.05,5.80,10.82,57.70,1.66,2.24,0.17,5.38,2.67,0.18,0.04,0.28,14.11,97.88,0.19,0.24,1.62,0.12,2.19,226.86,3.91,22.30,0.15,0.08,0.66,3.50,0.58,0.07,0.52,0.74,2.56,12.09,11.90,0.95,556.06,133.48,44.99,10.18,163.20,17.22,100.90,2.32,359.05,6.50,68.63,3.52,0.01,2.19,22.85,2.64,1.16,2.01,6.05,0.64,0.24,11.86,0.05,3.65,2.82,0.33,2.12,0.88,0.32,66.09,0.30,0.75,0.65,0.04,0.61,0.59,1.11,0.08,135.23,11.87,0.59,0.01,15.45,0.98,3.47,0.70,0.01,1.70,44.94,1.05,9.62,1.26,0.57,31.76,0.00,12.17,0.67,17.81,41.35,0.06,2.87,1.48,1.41,11.74,26.21,5.18,88.06,13.15,22.92,2.14,173.19,1.34,0.39,4.64,1.19,21.54,445.61,0.21,0.00,0.13,0.20,0.05,0.03,148.63,2.14,12.16,0.11,0.28,13.89,9.71,4.13,0.10,0.17,125.17,69.08,4.01,0.06,0.02,0.06,0.78,0.38,12.38,11.79,9.28,74.73,0.79,79.25,0.15,0.45,0.03,12.51,7.53,94.75,19.27,0.08,0.00,1.02,81.13,56.16,130.35,2.70,1495.89,2.04,30.64,0.03,54.16,41.35,0.01,7.41,1.21,3.19,3676.15,5660.13,3548.18,5788.10,867.12,346.31,4483.99,48.28,1592.76,626.93,1787.57,120.20,330.24,303.24,0.00,9639.52
2014,2.50,1.64,41.29,0.13,6.86,0.04,0.13,51.42,1.53,0.24,107.52,17.51,9.37,0.66,8.43,18.02,0.36,17.37,26.44,0.13,1.31,0.18,0.26,0.02,5.27,1.87,152.27,0.06,2.41,12.35,0.79,0.10,1.87,155.52,0.13,0.03,0.51,21.18,2728.88,26.71,0.04,1.49,0.02,2.11,2.70,4.83,7.54,1.75,1.90,28.45,8.34,1.26,10.26,0.11,0.05,5.95,11.94,61.93,1.68,2.09,0.17,5.15,3.28,0.16,0.04,0.32,12.99,89.28,0.19,0.23,1.74,0.14,2.44,216.23,4.09,21.46,0.14,0.06,0.66,3.77,0.59,0.07,0.54,0.74,2.59,12.42,11.94,0.94,596.98,133.16,45.55,10.06,172.67,16.45,95.36,2.10,345.09,7.07,81.23,3.79,0.02,1.95,20.64,2.76,1.21,1.96,6.55,0.68,0.32,16.54,0.04,3.58,2.68,0.41,2.04,0.86,0.28,66.96,0.36,0.85,0.65,0.04,0.61,0.70,1.15,0.08,132.13,8.09,0.58,0.01,15.60,2.16,4.33,1.00,0.01,2.07,43.03,1.33,9.67,1.30,0.61,33.57,0.00,12.29,0.77,17.98,42.72,0.06,2.96,1.80,1.49,13.48,27.70,5.64,84.69,13.09,24.99,2.39,171.77,1.30,0.42,4.79,1.19,21.41,445.32,0.23,0.00,0.13,0.20,0.06,0.03,167.26,2.38,10.16,0.13,0.30,14.26,9.19,3.70,0.09,0.17,128.78,69.72,4.83,0.06,0.02,0.07,0.79,0.21,11.87,10.71,8.44,75.41,1.26,78.05,0.16,0.42,0.03,12.80,7.82,99.31,19.59,0.08,0.00,1.12,70.28,55.05,119.76,2.70,1508.97,1.82,29.31,0.04,48.02,50.17,0.01,7.23,1.33,3.26,3613.33,5791.71,3494.39,5910.65,829.75,368.47,4547.70,49.04,1529.68,658.40,1796.78,119.49,335.48,304.98,0.00,9710.03
2015,2.67,1.29,43.69,0.13,6.97,0.04,0.13,52.33,1.49,0.25,109.66,18.11,9.47,0.58,8.86,19.97,0.36,16.05,27.58,0.18,1.45,0.15,0.26,0.03,5.04,1.48,144.47,0.06,1.89,13.17,1.01,0.11,2.28,156.74,0.13,0.05,0.46,22.31,2692.93,26.06,0.05,1.55,0.02,2.02,2.61,4.86,8.04,1.89,1.90,28.66,6.72,0.76,9.61,0.12,0.05,6.41,11.27,61.27,1.82,1.92,0.17,4.33,3.47,0.17,0.04,0.34,12.04,90.50,0.19,0.23,1.77,0.16,2.66,217.13,4.37,20.45,0.14,0.07,0.67,4.35,0.67,0.08,0.55,0.73,2.82,11.57,12.73,0.96,619.75,147.15,45.91,10.57,172.37,17.18,98.57,2.18,333.95,6.98,82.23,4.45,0.02,2.28,25.23,2.81,2.52,1.98,7.02,0.61,0.33,14.89,0.04,3.64,2.55,0.55,1.92,0.88,0.29,64.33,0.36,0.89,0.45,0.04,0.62,0.82,1.15,0.08,130.87,6.35,0.61,0.02,15.96,1.72,5.97,1.05,0.02,1.88,44.80,1.29,9.77,1.48,0.60,29.81,0.00,12.44,0.82,18.39,45.42,0.06,2.94,1.77,1.65,13.44,30.69,5.80,85.55,14.27,24.93,2.69,173.08,1.31,0.52,5.78,1.20,21.29,444.79,0.26,0.00,0.13,0.20,0.06,0.03,185.28,2.69,11.95,0.14,0.29,15.41,9.41,3.73,0.08,0.17,121.79,74.28,5.41,0.06,0.02,0.06,0.66,0.24,11.94,10.57,7.80,75.28,1.45,78.99,0.15,0.51,0.03,12.43,8.26,104.89,20.11,0.09,0.00,1.24,61.09,59.05,115.30,2.90,1467.41,1.84,28.30,0.04,45.27,59.42,0.01,3.84,1.38,3.34,3564.46,5824.23,3461.94,5926.75,844.08,361.28,4555.27,50.87,1530.00,688.56,1755.18,121.70,325.83,316.16,0.00,9704.85
2016,2.47,1.26,43.33,0.13,7.43,0.04,0.13,51.83,1.42,0.24,112.24,18.34,9.48,0.54,8.61,20.80,0.36,15.87,27.18,0.17,1.77,0.17,0.31,0.03,5.93,1.73,134.48,0.06,2.08,12.41,1.07,0.13,2.98,152.98,0.15,0.05,0.55,22.99,2665.11,26.95,0.06,1.59,0.02,2.18,3.27,4.94,7.71,1.58,2.01,29.11,7.53,0.55,10.11,0.10,0.05,6.73,10.97,65.33,1.80,2.06,0.18,4.79,3.92,0.17,0.04,0.32,12.88,91.28,0.20,0.24,1.78,0.16,2.75,218.43,4.25,19.48,0.14,0.07,0.69,4.62,0.75,0.08,0.64,0.81,2.65,11.84,12.86,0.95,650.60,150.83,52.95,11.02,172.99,16.69,97.76,2.23,328.57,6.62,83.20,4.75,0.02,2.42,27.81,2.63,4.49,1.97,7.22,0.60,0.37,14.10,0.04,3.64,2.48,0.49,1.91,0.89,0.33,68.79,0.39,0.91,0.37,0.04,0.63,0.72,1.19,0.08,130.95,6.99,0.55,0.01,15.95,2.23,5.77,1.11,0.01,2.66,45.00,1.45,9.32,1.48,0.59,31.92,0.00,12.22,0.88,17.92,53.44,0.06,2.85,1.86,1.95,14.41,33.45,6.19,88.53,13.77,23.89,2.71,174.10,1.34,0.47,5.47,1.23,21.02,443.44,0.29,0.00,0.13,0.20,0.07,0.03,175.45,2.73,12.29,0.15,0.31,9.73,9.53,3.95,0.08,0.17,124.72,71.30,6.28,0.07,0.02,0.07,0.64,0.29,11.85,10.69,7.92,76.34,1.76,78.74,0.16,0.63,0.03,10.89,8.16,110.62,20.05,0.09,0.00,1.31,63.87,57.95,109.01,2.97,1433.34,1.78,30.06,0.04,41.59,61.71,0.01,2.98,1.60,2.87,3520.30,5855.63,3424.32,5951.61,846.00,372.12,4579.88,49.29,1528.09,690.51,1717.43,123.99,314.63,319.54,0.00,9695.47
2017,2.69,1.52,45.42,0.13,6.63,0.04,0.13,51.01,1.51,0.24,113.09,18.99,9.45,0.57,8.96,22.03,0.33,16.17,27.05,0.17,1.86,0.17,0.34,0.03,6.05,1.93,135.76,0.05,2.54,12.98,1.23,0.14,3.41,155.99,0.16,0.06,0.54,22.95,2732.29,21.75,0.07,1.56,0.02,2.24,3.28,5.12,6.88,1.25,2.05,29.41,14.12,0.68,9.49,0.11,0.04,6.55,10.94,70.99,1.63,2.15,0.19,5.12,4.24,0.19,0.04,0.36,12.17,92.10,0.19,0.24,1.72,0.16,2.78,214.41,3.81,20.43,0.15,0.08,0.68,4.73,0.88,0.08,0.63,0.85,2.79,11.58,13.51,0.98,664.54,154.82,57.78,10.67,187.06,16.06,96.27,2.13,324.33,6.94,87.55,4.64,0.02,2.21,26.18,2.55,5.37,1.97,7.60,0.69,0.34,14.58,0.04,3.70,2.53,0.53,2.05,1.12,0.37,67.74,0.41,0.97,0.42,0.04,0.62,0.93,1.24,0.08,127.08,9.32,0.57,0.01,16.78,1.90,6.45,1.15,0.02,3.18,44.35,1.46,9.74,1.49,0.61,30.78,0.00,12.07,0.89,18.73,59.00,0.06,3.06,1.77,2.20,14.66,36.89,6.41,92.18,15.07,27.34,2.62,178.64,1.42,0.40,6.12,1.22,21.85,451.46,0.32,0.00,0.14,0.19,0.07,0.04,175.67,2.94,12.43,0.16,0.29,10.14,9.86,3.99,0.08,0.17,119.92,75.07,6.29,0.07,0.02,0.06,0.58,0.27,11.66,10.42,8.90,77.73,2.14,79.99,0.17,0.59,0.04,11.00,8.32,117.42,20.02,0.10,0.00,1.47,60.89,58.45,105.72,3.11,1422.20,1.68,29.73,0.04,38.31,63.60,0.01,2.89,1.87,2.62,3516.88,5999.01,3421.02,6094.87,852.41,376.50,4695.64,48.32,1536.74,720.88,1705.44,125.30,307.07,335.84,0.00,9851.73
2018,2.95,1.36,47.46,0.14,6.22,0.04,0.14,49.29,1.59,0.24,113.61,18.17,9.44,0.74,8.95,22.51,0.35,16.95,27.26,0.17,2.03,0.19,0.37,0.03,6.02,2.05,130.21,0.04,2.55,11.90,1.35,0.19,3.93,159.49,0.16,0.06,0.55,23.05,2825.84,22.50,0.08,1.80,0.02,2.25,2.83,4.84,6.18,1.09,2.00,29.02,13.00,0.67,9.48,0.11,0.04,7.03,10.44,66.57,1.75,1.64,0.23,4.89,4.31,0.20,0.04,0.37,12.50,88.03,0.19,0.24,1.64,0.16,2.75,205.90,4.67,19.59,0.15,0.08,0.67,5.10,1.01,0.09,0.68,0.92,2.69,11.63,13.50,1.00,709.73,164.75,58.25,10.65,191.30,16.45,95.25,2.21,312.07,6.81,90.56,4.96,0.02,2.22,26.49,3.03,5.61,2.15,7.15,0.65,0.30,14.74,0.04,3.74,2.61,0.34,1.92,1.04,0.43,72.89,0.48,1.00,0.42,0.04,0.62,1.00,1.23,0.08,129.71,12.37,0.66,0.01,17.20,1.93,9.49,1.13,0.02,4.05,43.29,1.46,9.74,1.42,0.49,28.72,0.00,12.12,0.81,19.80,55.97,0.06,2.94,2.05,2.32,15.06,38.71,6.50,91.99,14.04,25.99,2.63,182.91,1.49,0.41,5.97,1.21,21.97,464.10,0.35,0.00,0.14,0.19,0.07,0.04,170.90,3.09,12.10,0.16,0.28,12.56,9.85,3.96,0.08,0.17,118.79,73.70,5.73,0.07,0.02,0.07,0.51,0.28,11.49,10.06,8.25,77.20,2.49,76.99,0.17,0.60,0.04,11.01,8.19,115.33,19.99,0.10,0.00,1.54,63.23,57.37,103.64,3.22,1467.43,1.79,31.79,0.05,28.02,74.84,0.01,2.86,2.02,3.22,3546.31,6157.79,3441.79,6262.31,832.20,372.93,4863.32,48.49,1529.43,716.72,1756.80,125.86,290.56,346.80,0.00,10050.90
2019,3.02,1.35,48.99,0.13,5.95,0.04,0.14,48.72,1.72,0.25,113.63,18.54,10.30,0.69,10.32,25.02,0.32,16.93,27.14,0.19,1.95,0.16,0.39,0.03,5.68,1.85,129.67,0.05,2.86,11.53,1.45,0.20,4.92,159.58,0.17,0.06,0.52,25.10,2931.49,26.32,0.09,2.00,0.02,2.20,2.88,4.87,6.23,0.54,2.00,27.57,14.40,0.71,8.45,0.11,0.05,7.74,10.99,69.91,2.03,1.27,0.23,3.38,4.99,0.20,0.04,0.37,11.57,86.35,0.20,0.24,1.57,0.16,2.98,193.00,5.11,17.95,0.15,0.09,0.69,5.39,1.21,0.09,0.75,0.83,3.07,11.44,13.44,0.97,716.83,179.98,51.08,10.19,191.86,16.01,92.59,2.14,301.86,7.19,81.21,5.23,0.02,2.32,28.48,2.46,5.35,2.09,7.21,0.65,0.30,18.90,0.04,3.80,2.66,0.33,2.18,1.17,0.43,73.46,0.53,1.05,0.45,0.04,0.63,1.03,1.23,0.08,128.87,12.90,0.68,0.01,18.72,1.95,9.45,1.12,0.02,3.66,41.77,1.40,10.13,1.42,0.67,34.74,0.00,11.68,0.89,19.70,56.24,0.06,3.66,2.15,2.25,15.74,39.64,6.34,86.92,13.00,27.61,2.59,176.34,1.50,0.45,5.99,1.24,21.02,461.89,0.49,0.00,0.14,0.19,0.07,0.04,179.17,3.48,12.10,0.16,0.33,8.17,9.22,3.83,0.08,0.17,127.44,68.73,6.06,0.07,0.02,0.06,0.73,0.31,11.19,10.03,7.50,74.65,2.68,79.21,0.19,0.60,0.04,11.13,8.11,109.64,20.40,0.10,0.00,1.64,60.60,56.90,99.55,3.56,1435.36,1.77,32.42,0.04,24.32,93.07,0.01,3.46,2.11,3.03,3456.10,6323.65,3346.21,6433.54,793.24,400.51,4987.79,50.27,1481.07,717.01,1723.98,126.22,292.90,341.04,0.00,10120.79
2020,3.19,1.29,47.08,0.12,5.53,0.04,0.12,46.20,1.76,0.21,109.15,16.93,10.24,0.59,10.26,24.79,0.28,15.99,24.66,0.17,1.98,0.14,0.41,0.03,5.71,1.71,120.72,0.04,2.88,10.09,1.47,0.18,5.10,145.98,0.17,0.06,0.49,22.88,2990.23,23.34,0.08,2.06,0.02,1.93,2.99,4.60,5.39,0.46,1.98,25.07,15.10,0.68,7.72,0.10,0.04,7.20,9.40,64.36,1.77,1.36,0.21,2.55,4.65,0.19,0.04,0.39,10.26,76.43,0.18,0.25,1.55,0.17,2.92,174.50,5.36,15.18,0.14,0.08,0.63,4.80,1.24,0.09,0.87,0.71,2.69,8.60,12.91,0.91,667.31,166.43,47.35,9.59,199.23,15.01,82.50,1.90,284.45,6.81,75.98,4.99,0.02,2.33,27.23,2.32,5.59,1.91,6.68,0.60,0.31,15.98,0.04,3.73,2.21,0.35,1.81,1.09,0.40,70.82,0.56,1.07,0.44,0.04,0.57,1.05,1.15,0.07,106.91,13.54,0.67,0.01,17.66,1.82,9.85,1.08,0.02,3.81,37.62,1.47,9.40,1.24,0.68,35.53,0.00,11.24,0.82,19.79,57.42,0.06,3.18,2.27,2.19,12.96,37.03,5.75,82.84,11.41,25.34,2.46,163.11,1.43,0.41,5.47,1.12,20.23,443.29,0.45,0.00,0.12,0.16,0.08,0.03,180.46,3.48,12.16,0.15,0.33,8.16,8.49,3.51,0.08,0.16,118.95,58.23,5.92,0.06,0.02,0.05,0.71,0.29,9.97,9.35,7.14,72.13,2.57,75.70,0.20,0.61,0.05,9.76,7.53,112.84,19.66,0.08,0.00,1.50,56.48,54.34,89.05,3.36,1287.03,1.72,32.27,0.05,20.87,89.77,0.01,3.31,1.99,2.90,3159.50,6208.83,3039.88,6328.46,715.56,378.24,4932.42,44.44,1367.62,716.62,1540.07,121.14,267.79,256.14,0.00,9624.48
2021,3.24,1.26,48.11,0.12,5.83,0.04,0.13,50.89,1.86,0.23,106.77,17.64,10.51,0.65,10.65,25.43,0.31,16.27,26.13,0.19,2.12,0.15,0.42,0.03,3.70,1.77,133.43,0.04,2.86,11.62,1.56,0.19,5.19,148.92,0.18,0.06,0.53,23.32,3131.11,25.03,0.08,2.04,0.02,2.13,3.20,4.83,6.02,0.50,2.07,26.51,15.39,0.71,8.07,0.10,0.04,7.89,11.28,68.13,1.97,1.43,0.22,2.85,4.86,0.19,0.04,0.40,10.26,83.51,0.18,0.26,1.56,0.18,3.00,184.16,5.82,15.37,0.14,0.09,0.63,5.55,1.32,0.10,0.84,0.78,2.97,8.64,13.22,0.92,739.54,169.02,50.65,10.25,204.39,14.88,89.71,2.10,291.32,6.99,75.51,5.42,0.02,1.54,28.97,2.54,5.67,1.98,6.81,0.62,0.33,20.34,0.04,3.79,2.28,0.35,1.87,1.16,0.42,69.88,0.58,1.14,0.47,0.04,0.57,1.12,1.22,0.07,111.14,13.73,0.48,0.01,19.26,1.95,9.91,1.10,0.02,3.87,38.49,1.50,9.22,1.38,0.74,37.39,0.00,11.17,0.84,22.10,62.64,0.07,3.56,2.32,2.34,15.36,39.37,6.37,89.68,11.13,26.11,2.54,168.14,1.53,0.43,5.74,1.12,21.65,479.13,0.48,0.00,0.13,0.18,0.08,0.04,183.51,3.71,8.42,0.16,0.35,8.87,9.64,3.43,0.09,0.17,118.98,63.77,5.67,0.06,0.02,0.06,0.76,0.30,9.78,9.53,7.37,77.20,2.82,76.01,0.20,0.64,0.05,9.86,8.62,121.78,22.65,0.09,0.00,1.58,55.09,55.70,94.64,3.56,1366.63,1.84,33.20,0.05,21.76,88.98,0.01,3.41,2.10,3.08,3333.13,6520.06,3194.26,6658.94,762.29,395.96,5177.65,48.35,1448.21,744.16,1626.84,118.64,293.39,278.86,0.00,10132.06
